"text","spam"
"Subject: your in - home source of health information  right place to look for buying cheap viagra online !  light be the earth upon you , lightly rest .  you never lose by loving . you always lose by holding back .  the road to true love never did run smooth .",1
"Subject: re : we have all your favorite programs at incredibly low prices  the cheapest p * c prices  bundle 1 :  windows x * p pro & office x * p pro only 8 o 15 o dollars  we might have just what you need :  bundle 2 :  macromedia studio mx 2 oo 4 - 18 o dollars  we might have just what you need :  bundle 3 :  adobe creative suite full - 2 oo dollars  the offer is valid untill june 17 th  virtual store  stock is limited  regards ,  tyree sanchez  orthodontist  retroscreen virology ltd . , london , el 4 ns , united kingdom  phone : 571 - 396 - 7479  mobile : 354 - 117 - 9463  email : robvofjfdx @ flashmail . net  this is a confirmation message  this product is a 16 day definite software  notes :  the contents of this paper is for your exclusive use and should not be hour exponent  cpu deject wrack  time : sun , 24 apr 2005 08 : 15 : 35 - 0800",1
"Subject: i think you might be interested 2005 - 07 - 05 18 : 53 : 34  hello marcotitzer ,  i just found a site called graand . com - a free and safe place on the internet to place classified ads . i thought i should invite you to check it out . regards , walker  musrbfi 3 dgourpxc 4 fvaodpdof 3 emwnloqlqdk 9  2005 - 07 - 07 06 : 07 : 39",1
"Subject: een avontuurtje is oke ,  als je dit bericht niet kan lezen , klik hier .  je hebt dit bericht ontvangen omdat je in de db smsmag / kdotv bent . om uit te schrijven , klik hier . ",1
"Subject: very uuseful  attache how to save on your medlcations over 70 % .  pharmsho fructiferous p - successfull and proven way unquestionable to save your strategics money .  cevitamic v  apodal ag  impanel al  shoveller lu  cratch l  dissyllable ra nonius cl  barebacked isva undetermined l  cotillon m  andmanyother .  best prl circumnavigator ces .  w conservator orldwide shlpplng .  easy order for emboss m .  total confid lenticular entiaiity .  250 , 000 correctly satisfied customers .  o distracted rder today and save !",1
"Subject: best deals on all generic viagra and generic cialis alternatives with guaranteed lowest prices  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  float like a butterfly , sting like a bee .  humanity is acquiring all the right technology for all the wrong reasons .  education is a progressive discovery of our own ignorance .",1
"Subject: don ' t lose your data ! prevent future computer problems at a fraction  of the cost of repairs  web and order form : pro - techonline . com  e - mail - info @ pro - techonline . com  fax 206 - 937 - 4315  call today at 1 - 800 - 726 - 5997  understand the  operating environments your systems are in , computers by their  very nature , pull air in to keep their parts cool . their fans work 24 / 7  keeping cool . the problem with this is over a period of time dust , dirt and  smoke , will build up and damage your computer .  q damage your computer chips  q destroy the data on your hard drive  q melt the mother board  what  does this mean to you ? all of your information could be lost forever ! all of  your files and data - works in progress - and contacts could be destroyed !  the information you have saved is a thousands times more valuable  than the computer itself . thats why  technicians recommend backups for your data .  its all p r e v e n t a  b l e !  the pro - tech computer filtration system simply works by filtering  the air before air reaches your computers sensitive internal components . the  system is set up at the base of your computer , with 2 easy steps , and is  positioned in front of your computers air intake , filtering 98 % of the air particles  that would otherwise get into your systems .  for a little as $ 24 . 95 plus  shipping ,  you can make sure you are  completely protected and never worry about dust , smoke , moisture , etc . damaging your computer again !  web and order form : pro - techonline . com  e - mail - info @ pro - techonline . com  fax 206 - 937 - 4315  product availability :  please allow up to 10 days for delivery . pro - tech will do everything we can to ship  your order as soon as possible and notify you of the estimated time of  delivery .  for great rates on quantity , and  wholesale pricing :  order 5 or more and receive a 10 %  discount !  wholesale orders save up to  20 % or more !  pro - tech uses  ups ground for shipping and handling $ 5 . 85  pro - tech prides  it self on protecting consumers financial privacy and safety .  no more cans of  air , no more bags , no more computer vacs .  perfect for home , office , and industry  model # 1 $ 24 . 95 model # 2 $ 29 . 95 model  # 3 $ 36 . 95  our systems are  fully adjustable and will fit any computer , one size fits all .  installs in seconds !  step # 1 : place  the base of the filtration system onto your computer .  step # 2 : place  the top of the filtration system onto the base .  youre all set ; and you can access your disk drives as needed .  replacement filters  1 size filter  fits all three systems  a package of 4 large heavy duty hepa filters , micron rated and designed , to last up to 6 months , $ 9 . 85 perfect for industry .  alternative  replacement filters  a large heavy duty diffusion dual stage filtering  material . designed to last up to 6  months . package of 4 $ 7 . 85 perfect for home and  office .  call today at 1 - 800 - 726 - 5997  web and order form : pro - techonline . com  e - mail - info @ pro - techonline . com  fax 206 - 937 - 4315  pro - tech filtration systems 3701 sw southern seattle , wa 98216 this e - mail message is an advertisement and / or solicitation . ",1
"Subject: the money control system  the money control system  would your lifestyle change if you had an  extra $ 10 , 000 each and every month ? find out now !  the  money control system  how you can get rich , stay  rich enjoy being rich  with the money control system .  here ' s what people are saying .  i don ' t have any financial  worries . . . i can now pursue the interests and  hobbies and the things i want to do . . .  the mutual funds we are into are rated among the top five . . .  we are looking at probably 15 % , 20 % return . . .  my goal was specifically to take the $ 10 , 000 that i managed  to accumulate through savings , invest that and , in a period of  nine months to a year , come back with at least $ 15 , 000 .  i came back with $ 16 , 000 .  i saved in taxes alone what i paid for  my kid ' s first year of college .  anyone who can learn from money control would be crazy to pass up the  chance . the control steps work so well that anyone can become a millionaire .  i ' m not a millionaire yet , but i ' m living like one . i call my time my own , and  work whenever i decide to . i am only 30 years old , so i plan to work another  five years and retire with the income from a million dollars worth of  investments . before the money control system showed me the way , i would  never have believed it possible . me , a millionaire !  b . h . salt lake city ut  click  here to learn more and change your life ! ",1
"Subject: grand - slam stox  momentum alert issued for july 6 - 8 , 2005  explosive pick for our members - - up 0 . 52 ( 13 . 16 % ) ! tuesday july 5 th  ! ! ! ! ! see tuesday july 5 th , heavy trading has started 6 x its normal 10 day avg , ride the stairway to heaven ! ! ! !  good day to all broker ' s , day trader ' s and investor ' s world stock report  has become famous with some great stock picks in the otc , small cap  market ' s ! ! ! ! ! ! ! ! ! ! here at world stock report we work on what we here  from the street . rumor ' s circulating and keeping the focus on the company ' s  news . we pick our companies based on there growth potential . we focus on  stocks that have great potential to move up in price . ! ! ! ! ! ! while giving  you liquitity .  our latest pick is cdgt .  symbol : cdgt  friday july lst $ 3 . 90  current price : $ 4 . 43  short term 5 day projection : $ 8 - 9  we give it to you again as a gift . this company is doing incredible things .  thay have cash and have made great strategic aquisitions . current price $ 4 . 43 .  word on the sreet is strong buy . this company has dropped big new ' s in the past .  who ' s to say they don ' t have another big one .  * * * * * * * * * * * * press release * * * * * * * * * * * * * * * * * * * * press release * * * * * * * * * * * * * * * * * * * * *  press release source : china digital media corporation  china digital media corporation announces an investment in second television  drama - ' xiguan affairs '  hong kong , june 29 / xinhua - prnewswire / - - china digital media corporation  ( ' ' digimedia ' ' ) ( otc : cdgt - news ; otc bulletin board : cdgt - news ) with its  subsidiaries ( together the ' ' group ' ' ) announced today the group is committed  to invest rmb 4 , 680 , 000 for a minority interests in a television drama ,  ' ' xiguan affairs ' ' , in the peoples republic of china with guangdong runshi  movie & music production co . , ltd . ( ' ' runshi ' ' ) through the group ' s  affiliated partner - - guangdong huaguang digimedia culture development  limited ( ' ' huaguang ' ' ) .  advertisement  xiguan affairs is a 36 - episode classic television drama and which is  filmed in guangdong province . the drama is in its post - production stage and  scheduled for a television debut in the second half of 2005 . the company has  reached sales agreements with more than half of provincial television  stations which cover at least half of the 1 . 14 billion tv viewers in china .  the company expects the drama will generate profits in 2005 .  ' ' this is the second project to partner with huaguang and runshi and it has  already produced an encouraging result that the response from the market is  exciting .  remember this is a stong buy recommendation . . .  disclaimer :  information within this email contains "" forwardlooking statements "" within  the meaning of section 27 aof the securities act of 1933 and section 21 b of  thesecurities exchange act of 1934 . any statements that express or involve  discussions with respect to predictions , expectations , beliefs ,  plans , projections , objectives , goals , assumptions or future events or  performance are not statements of historical fact and may be "" forward  looking statements . "" forwardlooking statements are based on  expectations , estimates and projections at the time the statements are made  that involve a number of risks and uncertainties which could cause actual  results or events to differ materially from those presently anticipated .  forward looking statements in this action may be identified through the use  of words such as "" projects "" , "" foresee "" , "" expects "" , "" will , "" "" anticipates , ""  "" estimates , "" "" believes , "" understands "" or that by statements indicating  certain actions "" may , "" "" could , "" or "" might "" occur . risk factors include  general economic and business conditions , the ability to acquire and develop  specific projects , the ability to fund operations and changes in consumer  and business consumption habits and other factors overwhich the company has  little or no control . the publisher of this newsletter does not represent  that the information contained in this message states all material facts or  does not omit a material fact necessary to make the statements therein not  misleading . all information provided within this email pertaining to  investing , stocks , securities must be understood as information provided and  not investment advice . the publisher of this newsletter advises all readers  and subscribers to seek advice from a registered professional securities  representative before deciding to trade in stocks featured within this  email . none of the material within this report shall be construed as any  kind of investment advice or solicitation . many of these companies are on  the verge of bankruptcy . you can lose all your money by investing in this  stock . we urge you to read the company ' s sec filings now , before you invest .  the publisher of this newsletter is not a registered invstment advisor .  subscribers should not view information herein as legal , tax , accounting or  investment advice . in compliance with the securitiesact of 1933 , section  17 ( b ) , the publisher of this newsletter is contracted to receive six hundred  thousand free trading shares from a third party , not an officer , director or  affiliate shareholder for the circulation of this report . be aware of an  inherent conflict of interest resulting from such compensation due to the  fact that this is a paid advertisement and is not without bias . the party  that paid us has a position in the stock they will sell at anytime without  notice . this could have a negative impact on the price of the stock , causing  you to lose money . all factual information in this report was gathered from  public sources , including but not limited to sec filings , company websites  and company press releases . the publisher of this newsletter believes this  informationto be eliable but can make no guarantee as to its accuracy or  completeness . use of the material within this email constitutes your  acceptance of these terms .",1
"Subject: heatt kills  hello , cbs / a mythicize p news  a r overman ecord heat wave has led to the deaths of 180 peopl fortuneless e in phoenix ,  most of them homeless , l nonsensical eaving officials scrambling to provide water and shelter to the city ' s transient population .  read more . . .",1
"Subject: first - level designers available for you  corporate image can say a lot of things about your  company . contemporary rhythm of life is too dynamic . sometimes it takes oniy  several seconds for  your company to be remembered or to be lost among competitors .  get your loqo , business stationery or website done  right now !  fast turnaround : you will see several iogo variants  in three business days .  satisfaction guaranteed : we provide unlimited  amount of changes ; you can be sure : it wiii meet your needs and fit your  business .  flexible discounts : logo improvement , additionai  formats , bulk orders , special packages .  creative design for  competitive price : have a look at it right now !",1
"Subject: your order  hwjw  learn how to use the easy signup for a paypal account to make a  lot of money on your own  how to use your  paypal account to make up $ 15 , 000 or more in  just 30 days with  worldwide participation ! - you can participate if paypal is  in your country  -  here is a list of all paypal countries  if you wish to stop receiving  our promo pleases reply with subject remove  1658999 ",1
"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is strong enough for a man , but made for a woman ; - )  orderinq viaqra oniine is a very convinient , fast and secure way !  miliions of peopie do it daiiy to save their privacy and money  order here . . . ",1
"Subject: new love tabs shop .  visit our llcensed online dragstore for the best inexpensive love drags ! viagra , ciaiis , softtabs and many other love enhancers aii in one !  operative support , fast shipping , secure payment processing and complete confidentiality !  click here to find your verifled by bbb and approved by visa iove pil 1 ! ",1
"Subject: paypal account review r  dear valuedpaypalmember :  paypal  is committed to maintaining a safe environment for its community of  buyers and sellers . to protect the security of your account , paypal employs  some of the most advanced security systems in the world and our anti - fraud  teams regularly screen the paypal system for unusual activity .  recently , our account review team identified some unusual activity in your  account . in accordance with paypal ' s user agreement and to ensure that your  account has not been compromised , access to your account was limited . your  account access will remain limited until this issue has been resolved . this  is a fraud prevention measure meant to ensure that your account is not  compromised .  in order to secure your account and quickly restore full access , we may  require some specific information from you for the following reason :  we would like to ensure that your account was not accessed by an  unauthorized third party . because protecting the security of your account  is our primary concern , we have limited access to sensitive paypal account  features . we understand that this may be an inconvenience but please  understand that this temporary limitation is for your protection .  case id number : pp - 040 - 187 - 541  we encourage you to log in and restore full access as soon as possible .  should access to your account remain limited for an extended period of  time , it may result in further limitations on the use of your account .  however , failure to restore your records will result in account suspension . please update your recordson or beforejuly  27 , 2005 . once you have updated your account records , yourpaypal session will not beinterrupted and will continue as normal .  to update your  paypal records click on the following link : https : / / www . paypal . com / cgi - bin / webscr ? cmd = _ login - run  thank you for your prompt attention to this matter .  please understand that  this is a security measure meant to help protect you and your account . we  apologize for any inconvenience .  sincerely ,  paypal  account review department  paypal email id pp 522  accounts management as outlined in our user agreement ,  paypal willperiodically send you information about site changes and enhancements .  visit our privacy policy and user agreement if you have any questions . http : / / www . paypal . com / cgi - bin / webscr ? cmd = p / gen / ua / policy _ privacy - outside ",1
"Subject: your membership community charset = iso - 8859 - 1  your membership community & commentary ( july 6 , 2001 )  it ' s all about making money  information to provide you with the absolute  best low and no cost ways of providing traffic  to your site , helping you to capitalize on the power and potential the web brings to every net - preneur .  - - - this issue contains sites who will trade links with you ! - - -  - - - - - - - - - - - - -  in this issue  - - - - - - - - - - - - -  internet success through simplicity  member showcase  win a free ad in community & commentary  | | | = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = > >  today ' s special announcement :  | | | = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = > >  we can help you become an internet service provider within 7 days or we will give you $ 100 . 00 ! !  click here  we have already signed 300 isps on a 4 year contract ,  see if any are in your town at :  click here  you are a member in at least one of these programs  - you should be in them all !  bannersgomlm . com  profitbanners . com  cashpromotions . com  mysiteinc . com  timshometownstories . com  freelinksnetwork . com  myshoppingplace . com  bannerco - op . com  putpeel . com  putpeel . net  sellinternetaccess . com  be - your - own - isp . com  seventhpower . com  = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - =  internet success through simplicity  = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - =  every day of the week , i get questions from people all  over the world , including my no bs gimg members ,  wanting to know some of the most valuable "" secrets ""  to my on - going internet success .  let me say , above all else , i don ' t believe there are any  * true * "" secrets "" to success on the net . what you do to  become successful in the online world is not a "" secret "" ,  in my opinion . most successful people follow simple , clear ,  repeatedly - proven strategies to succeed , whether on the  net or off .  but , when it comes to someone asking for advice ,  consultation , or simply asking , "" what ' s your secret ? "" ,  i have to blush & say . . .  persistence and personality .  of course , i always follow the advice with my own little  disclaimer : what makes me successful may not work the  same for you . . . & your first lesson is to get over  the deep - seeded idea that success - of any kind , in  my opinion - is somehow an unknown , unattainable secret .  clearly , it is not . it ' s not unknown . it ' s not unattainable .  it ' s not years of digging to find the "" secrets "" to internet riches .  one thing that "" gets to me "" so often in my work as an  internet consultant , author and internet success  strategist is that so many people on the net seem to  have this incredibly huge mental block that stands  between themselves and success on the net . it ' s  almost as if they ' ve been barraged by so many claims  of what works and what doesn ' t work , and so many  long , complicated routes to actually succeeding in  their online venture , that "" success "" is the equivelant of a 100 - foot high brick wall .  it ' s not that difficult , my friends ! it is not that complicated ! !  long - time friend and business associate rick beneteau  has a new ebook out called branding you & breaking  the bank . get it ! !  http : / / www . roibot . com / bybb . cgi ? im 7517 _ bybtb .  but , the reason i mention this is the fact that he talks  so dynamically about the true simplicity of making your  online venture a success .  and , yes , rick & i come from the same school of  "" self marketing "" - marketing you ! obviously , that ' s  the core of his excellent new ebook , and i couldn ' t  agree with him more .  point being , * you * are everything you do online to  succeed . you are your web site , your business , your  marketing piece , your customer service , your customers '  experiences with your business - - all of it , is you !  read his ebook & you ' ll see more of what i ' m saying .  the matter at hand is that brick wall you might have  standing high as you can see , blocking the path  between you & internet success . listen to me - it is  not real ok ? it doesn ' t exist . there ' s nothing there  to fear to begin with . . . get over it ! !  what i ' m telling you is , the only thing standing between  you and the success you most desire . . . is yourself .  when you realize this , you will tear down that brick  wall by means of complete and instantaneous  disintegration . it will no longer exist * in your mind * ,  which is the only "" real "" place it ever was anyhow !  yes , "" persistence and personality "" inherently includes  honesty , integrity , accountability , and many other  qualities but you also have to hone in on your ultimate  goals and realize that probably the most valuable ,  powerful key to your success . . . is you !  that may be the most incredible "" secret "" we ever  uncover in our lifetime ! and , trust me , that brick wall  won ' t ever get in your way again . . . unless you let it .  talk about simple ! !  bryan is a "" veteran "" internet consultant , author ,  internet success strategist & marketer . he publishes  mega - success . com chronicles to over 11 , 500 subscribing  members , authors articles which appear all over the  net , and helps hundreds of wealth - hungry people in  their journey to internet success .  bryan is also director of his no bs guerrilla internet  marketing group at http : / / . com  & a fantastic new joint venture partners program  for that site .  bryan hall is a founding member and the development  consultant for the prestigious icop ( tm ) at  http : / / www . i - cop . org / 1016 . htm  you can reach bryan at 877 . 230 . 3267 or by  emailing him directly at bryan . hall @ mega - success . com  = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - =  member showcase  = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - =  examine carefully - those with email addresses included will  trade links with you . . . you are encouraged to contact them .  there are many ways to build a successful business - just look at  these successful sites programs other members are involved  in . . .  get insane amounts of traffic to your website .  purchase 10 , 000 guaranteed visitors to your site  and receive 5 , 000 free . more traffic = more money !  less than 2 cents a visitor . space is limited .  order now ! http : / / www . freepicklotto . com  trade links - businessopps @ aol . com  stop smoking - free lesson ! !  discover the secret to stopping smoking .  to master these powerful techniques , come to  http : / / www . breath - of - life . net  for your free lesson .  act now ! p . s . tell someone you care about .  trade links - jturco 3 @ hotmail . com  celebration sale !  $ 99 . 00 on casinos / sportsbetting sites , lingerie stores ,  gift stores , adult sites toy stores .  mention ad # bmlm 99 to receive this special sale price .  order now !  http : / / www . cyberopps . com / ? = bmlm 99  affiliates of the world !  top rated affiliate programs , excellent business opportunities ,  great marketing resources and free advertising for you !  visit the site to trade links . http : / / www . affiliates . uk . com  trade links - adrianbold @ affiliates . uk . com  just been released ! !  internet marketing guru corey rudl has just released a  brand new version of his # 1 best - selling internet marketing  course , "" the insider secret ' s to marketing your business on  the internet "" . a must have ! so don ' t hesitate ,  visit . . http : / / www . adminder . com / c . cgi ? startbgmlmezine  we have a 260 page catalog with over 3000 gift items for men ,  women , children - a gift for everyone . we show 100 gift items  on our web site alone , with the catalog you have access to  the rest . we also feel we have the best prices on the web .  visit at http : / / www . . net  trade links - georgel 932 me @ yahoo . com  if you have a product , service , opportunity or quality merchandise  that appeals to people worldwide , reach your targeted audience !  for a fraction of what other large newsletters charge you can exhibit  your website here , and trade links for only $ 8 cpm . compare  that  to the industry average of $ 10 - $ 15 cpm . why ? . . . because as a  valuable member we want you to be successful ! order today -  showcases are limited and published on a first come , first serve  basis .  for our secure order form , click here : http : / / bannersgomlm . com / ezine  = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - =  = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - =  = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - =  win a free ad in community & commentary  = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - =  to keep this interesting , how about this , every month we ' ll  draw a name from the replies and that person will win one  sponsorship showcase ad in the community commentary , for free .  that ' s a value of over $ 700 . 00 ! respond to each weekly survey ,  and increase your chances to win with four separate entries .  question  of the week ( 07 / 06 / 01 ) . . .  no right or wrong answers , and just by answering  you are entered to win a showcase ad - free !  ~ ~ ~ do you spend more or less time ~ ~ ~  ~ ~ ~ online in the summer months ? ~ ~ ~  more  mailto : one @ aeopublishing . com  less  mailto : two @ aeopublishing . com  same  mailto : three @ aeopublishing . com  to make this as easy as possible for you , just click on the  e - mail address that matches your answer - you do not need to  enter any information in the subject or body of the message .  * * add your comments ! follow directions above and  add your comments in the body of the message , and we ' ll  post the best commentaries along with the responses .  you will automatically be entered in our drawing for a free  sponsorship ad in the community commentary . please  respond only one time per question . multiple responses  from the same individual will be discarded .  last weeks ' s results ( 06 / 29 / 01 )  ~ ~ ~ what is the goal of your website ? ~ ~ ~  sell 40 %  get leads 20 %  build branding 5 %  provide information 20 %  other 15 %  comments :  - - - - - - - - - - - - - - - - - - - - - - - - - - - -  our web site is initially designed to get leads , build  branding , and provide information . . . . . . . with a 12 month goal  of selling our service more specifically via a shopping cart .  we offer a service and at this time take deposits and payments  via our site .  our site has been up less than 2 months and our expectation  was that we would refer to our site for leads developed in  traditional media and by referral for more information , and  to make a professional impression on someone you may not  meet before providing service .  the growth of our customer base shopping on line has grown  outside of anyone ' s expectations . . . . . . . certainly mine and  i ' ve been in this business for 25 years . the internet is not  dead in the horse business , it is just getting it ' s legs , and  the folks using it want to get all the ancillary services  on - line as well . our site ( the first we ' ve developed ) has  exceeded our expectations , and we aren ' t satisfied with it  yet . . . . . . . we just wanted to get it there for information !  jeff and rebecca marks http : / / www . grand - champion . com  branding . while quality customer service and product  have been and will always be our top priority brand building  zesto is our most challenging task .  zesto . com ranks very high and most often # 1 or 2 on  all major search engines and directories even yahoo entering  the keyword zesto . the problem is simply that , who if anyone  would type the keyword zesto , therefore we must try to  build our brand by ensuring that generic keywords associated with our products ( citrus peel ) are used throughout  our site as well as search engine submissions .  fortunately owning a non generic domain short , easy  to remember and trademarked works in our favor because  the marketability potential is limitless .  arlene turner http : / / www . zesto . com  = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - =  = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - =  to change your subscribed address ,  send both new and old address to submit  see below for unsubscribe instructions .  please send suggestions and comments to : editor  i invite you to send your real successes and showcase  your strategies and techniques , or yes , even your total bombs ,  "" working together we can all prosper . "" submit  for information on how to sponsor your membership  community commentary visit : sponsorship  showcase  copyright 2001 aeopublishing . com  email : yourmembership 2 @ aeopublishing . com  voice :  web : http : / / www . aeopublishing . com  this email has been sent to jm @ netnoteinc . com at your  request , by your membership newsletter services .  visit our subscription center to edit your interests or unsubscribe .  http : / / ccprod . roving . com / roving / d . jsp ? p = oo & id = bd 7 n 7877 . 7 giv 5 d 57 & m = bd 7 n 7877 charset = iso - 8859 - 1  in this issue  internet success through simplicity  member showcase  win a free ad in community & commentary  today ' s special announcement :  win a free ad in community & commentaryto keep this interesting , how about this , every month we ' ll  draw a name from the replies and that person will win one  sponsorship showcase ad in the community commentary , for free .  that ' s a value of over $ 700 . 00 ! respond to each weekly survey ,  and increase your chances to win with four separate entries .  question  of the week ( 07 / 06 / 01 ) . . .  no right or wrong answers , and just by answering  you are entered to win a showcase ad - free !  ~ ~ ~ do you spend more or less time ~ ~ ~  ~ ~ ~ online in the summer months ? ~ ~ ~  more  mailto : one @ aeopublishing . com  less  mailto : two @ aeopublishing . com  same  mailto : three @ aeopublishing . com  to make this as easy as possible for you , just click on the  e - mail address that matches your answer - you do not need to  enter any information in the subject or body of the message .  * * add your comments ! follow directions above and  add your comments in the body of the message , and we ' ll  post the best commentaries along with the responses .  you will automatically be entered in our drawing for a free  sponsorship ad in the community commentary . please  respond only one time per question . multiple responses  from the same individual will be discarded .  last weeks ' s results ( 06 / 29 / 01 )  ~ ~ ~ what is the goal of your website ? ~ ~ ~  sell 40 %  get leads 20 %  build branding 5 %  provide information 20 %  other 15 %  comments :  - - - - - - - - - - - - - - - - - - - - - - - - - - - -  our web site is initially designed to get leads , build  branding , and provide information . . . . . . . with a 12 month goal  of selling our service more specifically via a shopping cart .  we offer a service and at this time take deposits and payments  via our site .  our site has been up less than 2 months and our expectation  was that we would refer to our site for leads developed in  traditional media and by referral for more information , and  to make a professional impression on someone you may not  meet before providing service .  the growth of our customer base shopping on line has grown  outside of anyone ' s expectations . . . . . . . certainly mine and  i ' ve been in this business for 25 years . the internet is not  dead in the horse business , it is just getting it ' s legs , and  the folks using it want to get all the ancillary services  on - line as well . our site ( the first we ' ve developed ) has  exceeded our expectations , and we aren ' t satisfied with it  yet . . . . . . . we just wanted to get it there for information !  jeff and rebecca marks http : / / www . grand - champion . com  branding . while quality customer service and product  have been and will always be our top priority brand building  zesto is our most challenging task .  zesto . com ranks very high and most often # 1 or 2 on  all major search engines and directories even yahoo entering  the keyword zesto . the problem is simply that , who if anyone  would type the keyword zesto , therefore we must try to  build our brand by ensuring that generic keywords associated with our products ( citrus peel ) are used throughout  our site as well as search engine submissions .  fortunately owning a non generic domain short , easy  to remember and trademarked works in our favor because  the marketability potential is limitless .  arlene turner http : / / www . zesto . com  to change your subscribed address ,  send both new and old address to submit  see below for unsubscribe instructions .  please send suggestions and comments to : editor  i invite you to send your real successes and showcase  your strategies and techniques , or yes , even your total bombs ,  "" working together we can all prosper . "" submit  for information on how to sponsor your membership  community commentary visit : sponsorship  showcase  copyright 2001 aeopublishing . com  email us : : visit our site  phone :  this email was sent to jm @ netnoteinc . com , at your request , by your membership newsletter services .  visit our subscription center to edit your interests or unsubscribe .  view our privacy policy .  powered by ",1
"Subject: still paying too much for life insurance ? . . . u  save up to  75 % on your term life  insurance !  compare rates from top insurance companies around  the country  in our life and times , it ' s important to plan for  your family ' s future , while  being comfortable financially . choose the right  life insurance policy today .  click the link below to compare the lowest rates  and save up to 75 %  compare your coverage  you ' ll be able to compare rates and get a free  application in less than a minute !  * get your free instant quotes . . .  * compare the lowest prices , then . . .  * select a company and apply online .  get a free quote now !  you can ' t predict the future , but you can always  prepare for it .  to be  excluded from future contacts  kanz  http : / / xent . com / mailman / listinfo / fork",1
"Subject: cheap oem soft shipping worldwide  don ' t be a fuddy - duddy . . . use the software everyone ' s using . . .  deus ex machina [ a god from the machine ]  to freely bloom - that is my definition of success .",1
"Subject: stock 2 watch  pop 3 media corp ( popt )  a company which has positioned itself in the gap between the major  media conglomerates and the universe of independent music , film , publishing  and technology companies .  current price : 0 . 022  will it continue higher ? watch this one wednesday as we know many of you  like momentum .  breaking news ! !  pop 3 media corp . ( popt ) and roxxy corporation announced that the  companies have entered into a letter of intent whereby roxxy corporation will  acquire a 66 % interest in pop 3 ' s wholly owned subsidiary , viastar  distribution group , inc . "" vdg , "" forming a revolutionary new music company ,  controversial entertainment corporation . the transaction , consisting of  stock and cash , when completed , will provide pop 3 ' s shareholders with a  33 % stake in the new company .  roxxy ' s management will operate the company from headquarters in los  angeles and will change its corporate name to controversial entertainment  corporation in the coming weeks . the companies intend to complete and  execute the definitive agreement by july 8 th , 2005 , and seek shareholder  approval immediately thereafter .  pop 3 ' s ceo , john d . aquilino , stated , "" this alliance will allow pop 3 to  achieve its strategic vision of creating a new paradigm in the music  industry . one that is focused on supporting the artist and the music they  create while embracing emerging technologies and giving consumers  access to a variety of artists through a variety of media . ""  roxxy ' s management team combines highly experienced industry executives  drawn from the major labels and also includes a staff of in - house  producers who are among the most influential talents in the music industry  today .  "" it is roxxy ' s vision to seize the opportunities afforded by the major  labels ' lack of commitment to their artists and customers ; labels that  cast aside established artists who can no longer generate multi - million  selling recordings , but who consistently release albums which sell  hundreds of thousands of records to a large and loyal fan base ; artists  that can easily generate revenues between $ 1 and $ 5 million per title , ""  stated john shebanow , roxxy ' s ceo .  "" additionally , the acquisition of vdg will provide us with the ability  to distribute our own product directly to retail to over 22 , 000 retail  location in north america , effectively doubling the company ' s net  profit margins and allowing the increased revenue to pass on to our  artists . ""  mr . shebanow concluded , "" while there are smaller labels that do provide  a home for these acts , they lack either the will or financial resources  to commit to the kind of budgets which producers of the caliber we have  on staff require . and no company has the unique combination of great  producers , in - house distribution and dedication to the artist and the  customer that controversial entertainment will possess . ""  about pop 3 media corp :  pop 3 media corp . is engaged in development , production and distribution  of entertainment - related media for film , television , music and  publishing interests . the company ' s portfolio currently includes ownership of  viastar distribution group , a . v . o . studios , moving pictures  international , viastar records , quadra records , light of the spirit records , and  viastar classical , viastar artist management group and masterdisk  corporation .  conclusion :  the examples above show the awesome , earning potential of little known  companies that explode onto investor ' s radar screens ; many of you are  already familiar with this . is popt poised and positioned to do that for  you ? then you may feel the time has come to act . . . and please watch  this one trade wednesday ! go popt .  penny stocks are considered highly speculative and may be unsuitable  for all but very aggressive investors . this profile is not in any way  affiliated with the featured company . we were compensated 3000 dollars  to distribute this report . this report is for entertainment and  advertising purposes only and should not be used as investment advice .  if you wish to stop future mai - lin * gs , or if you feel you have been  wrongfully placed in our membership , send a blank e mail with no thanks in  the sub ject to no _ morenewsletters 2 @ yahoo . com",1
